"","ID","TRANSECT","SPECIES","TUBEX","YEAR","HEIGHT"
"409",140,5,"Bur Oak",0,1992,0.337
"410",140,5,"Bur Oak",0,1991,0.225
"411",140,5,"Bur Oak",0,1990,0.145
"412",141,5,"Bur Oak",0,2010,3.7
"413",141,5,"Bur Oak",0,2006,3
"414",141,5,"Bur Oak",0,2002,2
"415",141,5,"Bur Oak",0,1999,1.32
"416",141,5,"Bur Oak",0,1997,0.85
"417",141,5,"Bur Oak",0,1995,0.45
"418",141,5,"Bur Oak",0,1992,0.24
"419",141,5,"Bur Oak",0,1991,0.217
"420",141,5,"Bur Oak",0,1990,0.194
"421",142,5,"Bur Oak",0,2010,7.7
"422",142,5,"Bur Oak",0,2006,5.2
"423",142,5,"Bur Oak",0,2002,3.8
"424",142,5,"Bur Oak",0,1999,2.48
"425",142,5,"Bur Oak",0,1997,1.913
"426",142,5,"Bur Oak",0,1995,1.61
"427",142,5,"Bur Oak",0,1993,0.433
"428",142,5,"Bur Oak",0,1992,0.413
"429",142,5,"Bur Oak",0,1991,0.405
"430",142,5,"Bur Oak",0,1990,0.386
"431",143,5,"Bur Oak",0,2010,3.9
"432",143,5,"Bur Oak",0,2006,2.7
"433",143,5,"Bur Oak",0,1999,1.03
"434",143,5,"Bur Oak",0,1997,0.88
"435",143,5,"Bur Oak",0,1995,0.5
"436",143,5,"Bur Oak",0,1993,0.174
"437",143,5,"Bur Oak",0,1992,0.15
"438",143,5,"Bur Oak",0,1991,0.104
"439",143,5,"Bur Oak",0,1990,0.063
"440",144,5,"Bur Oak",0,2010,6.8
"441",144,5,"Bur Oak",0,2006,4.8
"442",144,5,"Bur Oak",0,2002,4.05
"443",144,5,"Bur Oak",0,1999,3.22
"444",144,5,"Bur Oak",0,1997,2.6
"445",144,5,"Bur Oak",0,1995,1.32
"446",144,5,"Bur Oak",0,1993,0.423
"447",144,5,"Bur Oak",0,1992,0.4
"448",144,5,"Bur Oak",0,1991,0.342
"449",144,5,"Bur Oak",0,1990,0.281
"450",145,5,"Bur Oak",0,2010,7.6
"451",145,5,"Bur Oak",0,2006,6.6
"452",145,5,"Bur Oak",0,2002,4.95
"453",145,5,"Bur Oak",0,1999,4.2
"454",145,5,"Bur Oak",0,1997,2.88
"455",145,5,"Bur Oak",0,1995,1.605
"456",145,5,"Bur Oak",0,1993,0.533
"457",145,5,"Bur Oak",0,1992,0.377
"458",145,5,"Bur Oak",0,1991,0.37
"459",145,5,"Bur Oak",0,1990,0.311
"460",146,5,"Bur Oak",0,2010,5.1
"461",146,5,"Bur Oak",0,2006,4.2
"462",146,5,"Bur Oak",0,1999,2.5
"463",146,5,"Bur Oak",0,1995,1.197
"464",146,5,"Bur Oak",0,1993,0.559
"465",146,5,"Bur Oak",0,1992,0.442
"466",146,5,"Bur Oak",0,1991,0.33
"467",146,5,"Bur Oak",0,1990,0.286
"468",147,5,"Bur Oak",0,2010,4
"469",147,5,"Bur Oak",0,2006,3.5
"470",147,5,"Bur Oak",0,2002,2.8
"471",147,5,"Bur Oak",0,1999,1.94
"472",147,5,"Bur Oak",0,1997,1.32
"473",147,5,"Bur Oak",0,1995,0.926
"474",147,5,"Bur Oak",0,1993,0.33
"475",147,5,"Bur Oak",0,1992,0.277
"476",147,5,"Bur Oak",0,1991,0.27
"477",147,5,"Bur Oak",0,1990,0.252
"478",148,5,"Bur Oak",0,2010,5
"479",148,5,"Bur Oak",0,2006,3.8
"480",148,5,"Bur Oak",0,2002,2.85
"481",148,5,"Bur Oak",0,1999,1.64
"482",148,5,"Bur Oak",0,1997,1.07
"483",148,5,"Bur Oak",0,1995,0.62
"484",148,5,"Bur Oak",0,1993,0.324
"485",148,5,"Bur Oak",0,1992,0.24
"486",148,5,"Bur Oak",0,1991,0.213
"487",148,5,"Bur Oak",0,1990,0.17
"488",149,5,"Bur Oak",0,2010,6.4
"489",149,5,"Bur Oak",0,2006,5
"490",149,5,"Bur Oak",0,2002,3.8
"491",149,5,"Bur Oak",0,1999,2.38
"492",149,5,"Bur Oak",0,1997,2.01
"493",149,5,"Bur Oak",0,1995,0.911
"494",149,5,"Bur Oak",0,1993,0.456
"495",149,5,"Bur Oak",0,1992,0.345
"496",149,5,"Bur Oak",0,1991,0.236
"497",149,5,"Bur Oak",0,1990,0.208
"498",150,5,"Bur Oak",0,2010,7.9
"499",150,5,"Bur Oak",0,2006,6.4
"500",150,5,"Bur Oak",0,2002,5.1
"501",150,5,"Bur Oak",0,1999,3.05
"502",150,5,"Bur Oak",0,1997,2.56
"503",150,5,"Bur Oak",0,1995,1.397
"504",150,5,"Bur Oak",0,1993,0.507
"505",150,5,"Bur Oak",0,1992,0.32
"506",150,5,"Bur Oak",0,1991,0.284
"507",150,5,"Bur Oak",0,1990,0.275
"508",151,5,"Bur Oak",0,2010,7.7
"509",151,5,"Bur Oak",0,2006,5.6
"510",151,5,"Bur Oak",0,2002,4.35
"511",151,5,"Bur Oak",0,1999,2.9
"512",151,5,"Bur Oak",0,1997,2.4
"513",151,5,"Bur Oak",0,1995,1.397
"514",151,5,"Bur Oak",0,1993,0.654
"515",151,5,"Bur Oak",0,1992,0.335
"516",151,5,"Bur Oak",0,1991,0.328
"517",151,5,"Bur Oak",0,1990,0.289
"518",152,5,"Bur Oak",0,2010,2.7
"519",152,5,"Bur Oak",0,2006,2.4
"520",152,5,"Bur Oak",0,1999,1.3
"521",152,5,"Bur Oak",0,1997,1.17
"522",152,5,"Bur Oak",0,1995,0.876
"523",152,5,"Bur Oak",0,1993,0.405
"524",152,5,"Bur Oak",0,1992,0.305
"525",152,5,"Bur Oak",0,1991,0.236
"526",152,5,"Bur Oak",0,1990,0.228
"527",153,5,"Bur Oak",0,2010,7.1
"528",153,5,"Bur Oak",0,2006,5.7
"529",153,5,"Bur Oak",0,2002,4.8
"530",153,5,"Bur Oak",0,1999,3.34
"531",153,5,"Bur Oak",0,1997,2.82
"532",153,5,"Bur Oak",0,1995,1.385
"533",153,5,"Bur Oak",0,1993,0.7
"534",153,5,"Bur Oak",0,1992,0.432
"535",153,5,"Bur Oak",0,1991,0.367
"536",153,5,"Bur Oak",0,1990,0.17
"537",154,5,"Bur Oak",0,2010,4.9
"538",154,5,"Bur Oak",0,2006,4.1
"539",154,5,"Bur Oak",0,2002,3.2
"540",154,5,"Bur Oak",0,1999,2.1
"541",154,5,"Bur Oak",0,1997,1.2
"542",154,5,"Bur Oak",0,1995,1.2
"543",154,5,"Bur Oak",0,1993,0.65
"544",154,5,"Bur Oak",0,1992,0.415
"545",154,5,"Bur Oak",0,1991,0.28
"546",154,5,"Bur Oak",0,1990,0.254
"547",155,5,"Bur Oak",0,2010,3.4
"548",155,5,"Bur Oak",0,2006,2.6
"549",155,5,"Bur Oak",0,2002,2.15
"550",155,5,"Bur Oak",0,1999,1.36
"551",155,5,"Bur Oak",0,1997,0.96
"552",155,5,"Bur Oak",0,1995,0.572
"553",155,5,"Bur Oak",0,1993,0.265
"554",155,5,"Bur Oak",0,1991,0.23
"555",155,5,"Bur Oak",0,1990,0.201
"556",156,5,"Bur Oak",0,2010,4.9
"557",156,5,"Bur Oak",0,2006,3.7
"558",156,5,"Bur Oak",0,2002,2.85
"559",156,5,"Bur Oak",0,1999,1.46
"560",156,5,"Bur Oak",0,1997,0.9
"561",156,5,"Bur Oak",0,1995,0.565
"562",156,5,"Bur Oak",0,1993,0.285
"563",156,5,"Bur Oak",0,1992,0.28
"564",156,5,"Bur Oak",0,1991,0.252
"565",156,5,"Bur Oak",0,1990,0.236
"566",157,5,"Bur Oak",0,2010,6.8
"567",157,5,"Bur Oak",0,2006,3.2
"568",157,5,"Bur Oak",0,2002,2.85
"569",157,5,"Bur Oak",0,1999,1.39
"570",157,5,"Bur Oak",0,1997,0.89
"571",157,5,"Bur Oak",0,1995,0.481
"572",157,5,"Bur Oak",0,1993,0.301
"573",157,5,"Bur Oak",0,1992,0.28
"574",157,5,"Bur Oak",0,1991,0.22
"575",157,5,"Bur Oak",0,1990,0.192
"576",158,5,"Bur Oak",0,2010,4.3
"577",158,5,"Bur Oak",0,2006,3.6
"578",158,5,"Bur Oak",0,2002,3.15
"579",158,5,"Bur Oak",0,1999,1.87
"580",158,5,"Bur Oak",0,1997,1.01
"581",158,5,"Bur Oak",0,1995,0.504
"582",158,5,"Bur Oak",0,1993,0.332
"583",158,5,"Bur Oak",0,1992,0.24
"584",158,5,"Bur Oak",0,1991,0.176
"585",158,5,"Bur Oak",0,1990,0.11
"586",159,5,"Bur Oak",0,2010,6
"587",159,5,"Bur Oak",0,2006,4.9
"588",159,5,"Bur Oak",0,2002,3.5
"589",159,5,"Bur Oak",0,1999,2.49
"590",159,5,"Bur Oak",0,1997,1.99
